record_id,paper_key,context_key,condition_key,assay_key,observable,observable_raw_label,value,value_unit,time_value,time_unit,statistic,uncertainty_type,uncertainty_value,replicate_count,normalization,normalization_reference,source_key,figure,panel,table,lane,extraction_method,quality_class,is_censored,censoring_limit,notes
shao_fig5a_p_rb_s807_t811_sicdk2,paper_PMID31561409,huh7_shao_sirna_hcc,huh7_shao_sirna_hcc__sicdk2,shao_sirna_wb,densitometry_p_rb_s807_t811,"p-Rb (S807/T811), siCDK2, 72h post-siRNA",1.71,relative densitometry,72.0,h,densitometry ratio,,,,,,annotation_workbook,Figure 5,A,,,DIRECT_SOURCE,NOT_MODEL_READY,False,,"DATA-QUALITY FLAG: this six-number row (1.78/1.89/1.71/1.38/0.65/1.45) is printed identically under FOUR different blots (CDK9, p-Rb, p-ATM, p-RNPII) in the source figure -- verified by re-reading the source at 400 DPI three times, not a transcription error on our end. Biologically these are four unrelated measurements and would not be expected to match to 2 decimal places by chance. Reads as a copy-paste/figure-assembly error in the original publication. Not used as an independent quantitative input; rely on the separate Fig5D-E colony-formation data instead for the CDK-dominance conclusion."
shao_fig5a_p_rb_s807_t811_sicdk5,paper_PMID31561409,huh7_shao_sirna_hcc,huh7_shao_sirna_hcc__sicdk5,shao_sirna_wb,densitometry_p_rb_s807_t811,"p-Rb (S807/T811), siCDK5, 72h post-siRNA",1.38,relative densitometry,72.0,h,densitometry ratio,,,,,,annotation_workbook,Figure 5,A,,,DIRECT_SOURCE,NOT_MODEL_READY,False,,"DATA-QUALITY FLAG: this six-number row (1.78/1.89/1.71/1.38/0.65/1.45) is printed identically under FOUR different blots (CDK9, p-Rb, p-ATM, p-RNPII) in the source figure -- verified by re-reading the source at 400 DPI three times, not a transcription error on our end. Biologically these are four unrelated measurements and would not be expected to match to 2 decimal places by chance. Reads as a copy-paste/figure-assembly error in the original publication. Not used as an independent quantitative input; rely on the separate Fig5D-E colony-formation data instead for the CDK-dominance conclusion."
shao_fig5a_p_rb_s807_t811_sicdk9,paper_PMID31561409,huh7_shao_sirna_hcc,huh7_shao_sirna_hcc__sicdk9,shao_sirna_wb,densitometry_p_rb_s807_t811,"p-Rb (S807/T811), siCDK9, 72h post-siRNA",0.65,relative densitometry,72.0,h,densitometry ratio,,,,,,annotation_workbook,Figure 5,A,,,DIRECT_SOURCE,NOT_MODEL_READY,False,,"DATA-QUALITY FLAG: this six-number row (1.78/1.89/1.71/1.38/0.65/1.45) is printed identically under FOUR different blots (CDK9, p-Rb, p-ATM, p-RNPII) in the source figure -- verified by re-reading the source at 400 DPI three times, not a transcription error on our end. Biologically these are four unrelated measurements and would not be expected to match to 2 decimal places by chance. Reads as a copy-paste/figure-assembly error in the original publication. Not used as an independent quantitative input; rely on the separate Fig5D-E colony-formation data instead for the CDK-dominance conclusion."
shao_fig5a_p_rb_s807_t811_sint,paper_PMID31561409,huh7_shao_sirna_hcc,huh7_shao_sirna_hcc__sint,shao_sirna_wb,densitometry_p_rb_s807_t811,"p-Rb (S807/T811), siNT, 72h post-siRNA",1.78,relative densitometry,72.0,h,densitometry ratio,,,,,,annotation_workbook,Figure 5,A,,,DIRECT_SOURCE,NOT_MODEL_READY,False,,"DATA-QUALITY FLAG: this six-number row (1.78/1.89/1.71/1.38/0.65/1.45) is printed identically under FOUR different blots (CDK9, p-Rb, p-ATM, p-RNPII) in the source figure -- verified by re-reading the source at 400 DPI three times, not a transcription error on our end. Biologically these are four unrelated measurements and would not be expected to match to 2 decimal places by chance. Reads as a copy-paste/figure-assembly error in the original publication. Not used as an independent quantitative input; rely on the separate Fig5D-E colony-formation data instead for the CDK-dominance conclusion."
shao_fig5a_p_rnpii_s2_sicdk1,paper_PMID31561409,huh7_shao_sirna_hcc,huh7_shao_sirna_hcc__sicdk1,shao_sirna_wb,densitometry_p_rnpii_s2,"p-RNPII (S2), siCDK1, 72h post-siRNA",1.89,relative densitometry,72.0,h,densitometry ratio,,,,,,annotation_workbook,Figure 5,A,,,DIRECT_SOURCE,NOT_MODEL_READY,False,,"DATA-QUALITY FLAG: this six-number row (1.78/1.89/1.71/1.38/0.65/1.45) is printed identically under FOUR different blots (CDK9, p-Rb, p-ATM, p-RNPII) in the source figure -- verified by re-reading the source at 400 DPI three times, not a transcription error on our end. Biologically these are four unrelated measurements and would not be expected to match to 2 decimal places by chance. Reads as a copy-paste/figure-assembly error in the original publication. Not used as an independent quantitative input; rely on the separate Fig5D-E colony-formation data instead for the CDK-dominance conclusion."
shao_fig5a_p_rnpii_s2_sicdk1_2_5_9,paper_PMID31561409,huh7_shao_sirna_hcc,huh7_shao_sirna_hcc__sicdk1_2_5_9,shao_sirna_wb,densitometry_p_rnpii_s2,"p-RNPII (S2), siCDK1+2+5+9, 72h post-siRNA",1.45,relative densitometry,72.0,h,densitometry ratio,,,,,,annotation_workbook,Figure 5,A,,,DIRECT_SOURCE,NOT_MODEL_READY,False,,"DATA-QUALITY FLAG: this six-number row (1.78/1.89/1.71/1.38/0.65/1.45) is printed identically under FOUR different blots (CDK9, p-Rb, p-ATM, p-RNPII) in the source figure -- verified by re-reading the source at 400 DPI three times, not a transcription error on our end. Biologically these are four unrelated measurements and would not be expected to match to 2 decimal places by chance. Reads as a copy-paste/figure-assembly error in the original publication. Not used as an independent quantitative input; rely on the separate Fig5D-E colony-formation data instead for the CDK-dominance conclusion."
shao_fig5a_p_rnpii_s2_sicdk2,paper_PMID31561409,huh7_shao_sirna_hcc,huh7_shao_sirna_hcc__sicdk2,shao_sirna_wb,densitometry_p_rnpii_s2,"p-RNPII (S2), siCDK2, 72h post-siRNA",1.71,relative densitometry,72.0,h,densitometry ratio,,,,,,annotation_workbook,Figure 5,A,,,DIRECT_SOURCE,NOT_MODEL_READY,False,,"DATA-QUALITY FLAG: this six-number row (1.78/1.89/1.71/1.38/0.65/1.45) is printed identically under FOUR different blots (CDK9, p-Rb, p-ATM, p-RNPII) in the source figure -- verified by re-reading the source at 400 DPI three times, not a transcription error on our end. Biologically these are four unrelated measurements and would not be expected to match to 2 decimal places by chance. Reads as a copy-paste/figure-assembly error in the original publication. Not used as an independent quantitative input; rely on the separate Fig5D-E colony-formation data instead for the CDK-dominance conclusion."
shao_fig5a_p_rnpii_s2_sicdk5,paper_PMID31561409,huh7_shao_sirna_hcc,huh7_shao_sirna_hcc__sicdk5,shao_sirna_wb,densitometry_p_rnpii_s2,"p-RNPII (S2), siCDK5, 72h post-siRNA",1.38,relative densitometry,72.0,h,densitometry ratio,,,,,,annotation_workbook,Figure 5,A,,,DIRECT_SOURCE,NOT_MODEL_READY,False,,"DATA-QUALITY FLAG: this six-number row (1.78/1.89/1.71/1.38/0.65/1.45) is printed identically under FOUR different blots (CDK9, p-Rb, p-ATM, p-RNPII) in the source figure -- verified by re-reading the source at 400 DPI three times, not a transcription error on our end. Biologically these are four unrelated measurements and would not be expected to match to 2 decimal places by chance. Reads as a copy-paste/figure-assembly error in the original publication. Not used as an independent quantitative input; rely on the separate Fig5D-E colony-formation data instead for the CDK-dominance conclusion."
shao_fig5a_p_rnpii_s2_sicdk9,paper_PMID31561409,huh7_shao_sirna_hcc,huh7_shao_sirna_hcc__sicdk9,shao_sirna_wb,densitometry_p_rnpii_s2,"p-RNPII (S2), siCDK9, 72h post-siRNA",0.65,relative densitometry,72.0,h,densitometry ratio,,,,,,annotation_workbook,Figure 5,A,,,DIRECT_SOURCE,NOT_MODEL_READY,False,,"DATA-QUALITY FLAG: this six-number row (1.78/1.89/1.71/1.38/0.65/1.45) is printed identically under FOUR different blots (CDK9, p-Rb, p-ATM, p-RNPII) in the source figure -- verified by re-reading the source at 400 DPI three times, not a transcription error on our end. Biologically these are four unrelated measurements and would not be expected to match to 2 decimal places by chance. Reads as a copy-paste/figure-assembly error in the original publication. Not used as an independent quantitative input; rely on the separate Fig5D-E colony-formation data instead for the CDK-dominance conclusion."
shao_fig5a_p_rnpii_s2_sint,paper_PMID31561409,huh7_shao_sirna_hcc,huh7_shao_sirna_hcc__sint,shao_sirna_wb,densitometry_p_rnpii_s2,"p-RNPII (S2), siNT, 72h post-siRNA",1.78,relative densitometry,72.0,h,densitometry ratio,,,,,,annotation_workbook,Figure 5,A,,,DIRECT_SOURCE,NOT_MODEL_READY,False,,"DATA-QUALITY FLAG: this six-number row (1.78/1.89/1.71/1.38/0.65/1.45) is printed identically under FOUR different blots (CDK9, p-Rb, p-ATM, p-RNPII) in the source figure -- verified by re-reading the source at 400 DPI three times, not a transcription error on our end. Biologically these are four unrelated measurements and would not be expected to match to 2 decimal places by chance. Reads as a copy-paste/figure-assembly error in the original publication. Not used as an independent quantitative input; rely on the separate Fig5D-E colony-formation data instead for the CDK-dominance conclusion."
shao_fig5de_cdk1_cdk1_overexpression,paper_PMID31561409,huh7_shao_sirna_hcc,huh7_shao_sirna_hcc__cdk1_overexpression_dinaciclib_2_5_nm_colony_formation_rescue,shao_sirna_colony_rescue,colony_formation_pct_rescue,"% relative colony formation, CDK1-overexpression, 2.5 nM dinaciclib",15.0,% relative colonies,,,approximate colony-formation percentage,text-derived approximate value (no printed bar-chart y-axis values in either supplied workbook),,,,,moa_doc,Figure 5,D-E,,,TEXT_DERIVED,SEMI_QUANTITATIVE,False,,"From the companion annotation workbook's Figure Annotations sheet: 'CDK9 overexpression significantly rescues colony formation at 2.5 nM (from ~15% to ~28%) while CDK1 overexpression does nothing' -- approximate values ('~15%', '~28%') preserved as stated, not pixel-digitized from a bar chart. Central evidence for CDK9 as the dominant rescuable node vs CDK1 (matters when knocked down, but not rescuable when added back)."
shao_fig5de_cdk1_vector,paper_PMID31561409,huh7_shao_sirna_hcc,huh7_shao_sirna_hcc__vector_dinaciclib_2_5_nm_colony_formation_rescue,shao_sirna_colony_rescue,colony_formation_pct_rescue,"% relative colony formation, Vector, 2.5 nM dinaciclib",15.0,% relative colonies,,,approximate colony-formation percentage,text-derived approximate value (no printed bar-chart y-axis values in either supplied workbook),,,,,moa_doc,Figure 5,D-E,,,TEXT_DERIVED,SEMI_QUANTITATIVE,False,,"From the companion annotation workbook's Figure Annotations sheet: 'CDK9 overexpression significantly rescues colony formation at 2.5 nM (from ~15% to ~28%) while CDK1 overexpression does nothing' -- approximate values ('~15%', '~28%') preserved as stated, not pixel-digitized from a bar chart. Central evidence for CDK9 as the dominant rescuable node vs CDK1 (matters when knocked down, but not rescuable when added back)."
shao_fig5de_cdk9_cdk9_overexpression,paper_PMID31561409,huh7_shao_sirna_hcc,huh7_shao_sirna_hcc__cdk9_overexpression_dinaciclib_2_5_nm_colony_formation_rescue,shao_sirna_colony_rescue,colony_formation_pct_rescue,"% relative colony formation, CDK9-overexpression, 2.5 nM dinaciclib",28.0,% relative colonies,,,approximate colony-formation percentage,text-derived approximate value (no printed bar-chart y-axis values in either supplied workbook),,,,,moa_doc,Figure 5,D-E,,,TEXT_DERIVED,SEMI_QUANTITATIVE,False,,"From the companion annotation workbook's Figure Annotations sheet: 'CDK9 overexpression significantly rescues colony formation at 2.5 nM (from ~15% to ~28%) while CDK1 overexpression does nothing' -- approximate values ('~15%', '~28%') preserved as stated, not pixel-digitized from a bar chart. Central evidence for CDK9 as the dominant rescuable node vs CDK1 (matters when knocked down, but not rescuable when added back)."
shao_fig5de_cdk9_vector,paper_PMID31561409,huh7_shao_sirna_hcc,huh7_shao_sirna_hcc__vector_dinaciclib_2_5_nm_colony_formation_rescue,shao_sirna_colony_rescue,colony_formation_pct_rescue,"% relative colony formation, Vector, 2.5 nM dinaciclib",15.0,% relative colonies,,,approximate colony-formation percentage,text-derived approximate value (no printed bar-chart y-axis values in either supplied workbook),,,,,moa_doc,Figure 5,D-E,,,TEXT_DERIVED,SEMI_QUANTITATIVE,False,,"From the companion annotation workbook's Figure Annotations sheet: 'CDK9 overexpression significantly rescues colony formation at 2.5 nM (from ~15% to ~28%) while CDK1 overexpression does nothing' -- approximate values ('~15%', '~28%') preserved as stated, not pixel-digitized from a bar chart. Central evidence for CDK9 as the dominant rescuable node vs CDK1 (matters when knocked down, but not rescuable when added back)."
xu_fig1b_ccne1_survival_hr,paper_PMID31349793,tcga_hcc_ccne1_cohort,tcga_hcc_ccne1_cohort__ccne1_high_vs_ccne1_low_tcga_km_plotter_stratification,xu_km_survival,overall_survival_HR_CCNE1_high_vs_low,"Overall survival HR, CCNE1-high vs CCNE1-low (TCGA)",1.77,hazard ratio,,,"Cox hazard ratio, log-rank test",reported P-value,0.0012,,,,annotation_workbook,Figure 1,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,"HR and log-rank P printed directly on the Kaplan-Meier plot (P=0.0012). Tier 0 baseline/predictive biomarker -- NOT a dinaciclib pharmacodynamic response; dinaciclib does not change CCNE1 expression (Xu Fig3E). Model as a covariate on sorafenib/regorafenib baseline resistance parameters, not as a node inside dinaciclib's own cascade."
xu_fig2ab_ccne1_plasmid,paper_PMID31349793,huh7_ccne1_plasmid_xu,huh7_ccne1_plasmid_xu__ccne1_plasmid_24h_growth_assay,xu_growth_rescue,relative_survival_fold_24h,"Relative survival fold at 24h, CCNE1-plasmid",1.7,fold vs Control-plasmid at 24h,24.0,h,approximate fold-change,text-derived approximate value (no printed bar-chart/curve y-axis values in either supplied workbook),,,,,moa_doc,Figure 2,A-B,,,TEXT_DERIVED,SEMI_QUANTITATIVE,False,,From Figure Annotations sheet: 'CCNE1 overexpression accelerates G1->S transit and increases survival ~1.7x by 24h vs control'. Approximate magnitude preserved as stated.
xu_fig2ab_control_plasmid,paper_PMID31349793,huh7_control_plasmid_xu,huh7_control_plasmid_xu__control_plasmid_24h_growth_assay,xu_growth_rescue,relative_survival_fold_24h,"Relative survival fold at 24h, Control-plasmid",1.0,fold vs Control-plasmid at 24h,24.0,h,approximate fold-change,text-derived approximate value (no printed bar-chart/curve y-axis values in either supplied workbook),,,,,moa_doc,Figure 2,A-B,,,TEXT_DERIVED,SEMI_QUANTITATIVE,False,,From Figure Annotations sheet: 'CCNE1 overexpression accelerates G1->S transit and increases survival ~1.7x by 24h vs control'. Approximate magnitude preserved as stated.
xu_fig2df_regorafenib_ccne1_plasmid,paper_PMID31349793,huh7_ccne1_plasmid_xu,huh7_ccne1_plasmid_xu__ccne1_plasmid_regorafenib_8_um,xu_apoptosis_rescue,apoptosis_fraction_relative_regorafenib,"Relative apoptotic fraction, CCNE1-plasmid, Regorafenib 8 uM",0.5,fraction of Control-plasmid + Regorafenib apoptosis,,,approximate relative apoptotic fraction,"text-derived approximate value (source text states 'roughly halves', not a printed bar-chart value)",,,,,moa_doc,Figure 2,"D, F",,,TEXT_DERIVED,SEMI_QUANTITATIVE,False,,"From Figure Annotations sheet: 'CCNE1 overexpression roughly halves drug-induced apoptosis at both regorafenib and sorafenib doses tested'. Central causal argument of Xu et al. (Fig2 rescue experiments); approximate magnitude (0.5x) preserved as stated, not a precisely digitized percentage."
xu_fig2df_regorafenib_control_plasmid,paper_PMID31349793,huh7_control_plasmid_xu,huh7_control_plasmid_xu__control_plasmid_regorafenib_8_um,xu_apoptosis_rescue,apoptosis_fraction_relative_regorafenib,"Relative apoptotic fraction, Control-plasmid, Regorafenib 8 uM",1.0,fraction of Control-plasmid + Regorafenib apoptosis,,,approximate relative apoptotic fraction,"text-derived approximate value (source text states 'roughly halves', not a printed bar-chart value)",,,,,moa_doc,Figure 2,"D, F",,,TEXT_DERIVED,SEMI_QUANTITATIVE,False,,"From Figure Annotations sheet: 'CCNE1 overexpression roughly halves drug-induced apoptosis at both regorafenib and sorafenib doses tested'. Central causal argument of Xu et al. (Fig2 rescue experiments); approximate magnitude (0.5x) preserved as stated, not a precisely digitized percentage."
xu_fig2df_sorafenib_ccne1_plasmid,paper_PMID31349793,huh7_ccne1_plasmid_xu,huh7_ccne1_plasmid_xu__ccne1_plasmid_sorafenib_5_um,xu_apoptosis_rescue,apoptosis_fraction_relative_sorafenib,"Relative apoptotic fraction, CCNE1-plasmid, Sorafenib 5 uM",0.5,fraction of Control-plasmid + Sorafenib apoptosis,,,approximate relative apoptotic fraction,"text-derived approximate value (source text states 'roughly halves', not a printed bar-chart value)",,,,,moa_doc,Figure 2,"D, F",,,TEXT_DERIVED,SEMI_QUANTITATIVE,False,,"From Figure Annotations sheet: 'CCNE1 overexpression roughly halves drug-induced apoptosis at both regorafenib and sorafenib doses tested'. Central causal argument of Xu et al. (Fig2 rescue experiments); approximate magnitude (0.5x) preserved as stated, not a precisely digitized percentage."
xu_fig2df_sorafenib_control_plasmid,paper_PMID31349793,huh7_control_plasmid_xu,huh7_control_plasmid_xu__control_plasmid_sorafenib_5_um,xu_apoptosis_rescue,apoptosis_fraction_relative_sorafenib,"Relative apoptotic fraction, Control-plasmid, Sorafenib 5 uM",1.0,fraction of Control-plasmid + Sorafenib apoptosis,,,approximate relative apoptotic fraction,"text-derived approximate value (source text states 'roughly halves', not a printed bar-chart value)",,,,,moa_doc,Figure 2,"D, F",,,TEXT_DERIVED,SEMI_QUANTITATIVE,False,,"From Figure Annotations sheet: 'CCNE1 overexpression roughly halves drug-induced apoptosis at both regorafenib and sorafenib doses tested'. Central causal argument of Xu et al. (Fig2 rescue experiments); approximate magnitude (0.5x) preserved as stated, not a precisely digitized percentage."
xu_fig3a_hepg2_control_0h,paper_PMID31349793,hepg2_xu_in_vitro,hepg2_xu_in_vitro__hepg2_control_0h,xu_survival_timecourse,pct_survival,"% cell survival, HepG2 Control, 0h",100.0,% survival (t=0 = 100%),0.0,h,percent survival relative to t=0,"visual digitization uncertainty (pixel-based marker-centroid extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 3,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Control arms continue growing (untreated proliferation) while dinaciclib arms decline from t=6h onward -- net effect combines growth inhibition and active killing.
xu_fig3a_hepg2_control_12h,paper_PMID31349793,hepg2_xu_in_vitro,hepg2_xu_in_vitro__hepg2_control_12h,xu_survival_timecourse,pct_survival,"% cell survival, HepG2 Control, 12h",138.0,% survival (t=0 = 100%),12.0,h,percent survival relative to t=0,"visual digitization uncertainty (pixel-based marker-centroid extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 3,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Control arms continue growing (untreated proliferation) while dinaciclib arms decline from t=6h onward -- net effect combines growth inhibition and active killing.
xu_fig3a_hepg2_control_24h,paper_PMID31349793,hepg2_xu_in_vitro,hepg2_xu_in_vitro__hepg2_control_24h,xu_survival_timecourse,pct_survival,"% cell survival, HepG2 Control, 24h",157.0,% survival (t=0 = 100%),24.0,h,percent survival relative to t=0,"visual digitization uncertainty (pixel-based marker-centroid extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 3,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Control arms continue growing (untreated proliferation) while dinaciclib arms decline from t=6h onward -- net effect combines growth inhibition and active killing.
xu_fig3a_hepg2_control_6h,paper_PMID31349793,hepg2_xu_in_vitro,hepg2_xu_in_vitro__hepg2_control_6h,xu_survival_timecourse,pct_survival,"% cell survival, HepG2 Control, 6h",121.0,% survival (t=0 = 100%),6.0,h,percent survival relative to t=0,"visual digitization uncertainty (pixel-based marker-centroid extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 3,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Control arms continue growing (untreated proliferation) while dinaciclib arms decline from t=6h onward -- net effect combines growth inhibition and active killing.
xu_fig3a_hepg2_din_0h,paper_PMID31349793,hepg2_xu_in_vitro,hepg2_xu_in_vitro__hepg2_dinaciclib_50_nm_0h,xu_survival_timecourse,pct_survival,"% cell survival, HepG2 Din, 0h",100.0,% survival (t=0 = 100%),0.0,h,percent survival relative to t=0,"visual digitization uncertainty (pixel-based marker-centroid extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 3,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Control arms continue growing (untreated proliferation) while dinaciclib arms decline from t=6h onward -- net effect combines growth inhibition and active killing.
xu_fig3a_hepg2_din_12h,paper_PMID31349793,hepg2_xu_in_vitro,hepg2_xu_in_vitro__hepg2_dinaciclib_50_nm_12h,xu_survival_timecourse,pct_survival,"% cell survival, HepG2 Din, 12h",69.0,% survival (t=0 = 100%),12.0,h,percent survival relative to t=0,"visual digitization uncertainty (pixel-based marker-centroid extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 3,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Control arms continue growing (untreated proliferation) while dinaciclib arms decline from t=6h onward -- net effect combines growth inhibition and active killing.
xu_fig3a_hepg2_din_24h,paper_PMID31349793,hepg2_xu_in_vitro,hepg2_xu_in_vitro__hepg2_dinaciclib_50_nm_24h,xu_survival_timecourse,pct_survival,"% cell survival, HepG2 Din, 24h",56.0,% survival (t=0 = 100%),24.0,h,percent survival relative to t=0,"visual digitization uncertainty (pixel-based marker-centroid extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 3,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Control arms continue growing (untreated proliferation) while dinaciclib arms decline from t=6h onward -- net effect combines growth inhibition and active killing.
xu_fig3a_hepg2_din_6h,paper_PMID31349793,hepg2_xu_in_vitro,hepg2_xu_in_vitro__hepg2_dinaciclib_50_nm_6h,xu_survival_timecourse,pct_survival,"% cell survival, HepG2 Din, 6h",87.0,% survival (t=0 = 100%),6.0,h,percent survival relative to t=0,"visual digitization uncertainty (pixel-based marker-centroid extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 3,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Control arms continue growing (untreated proliferation) while dinaciclib arms decline from t=6h onward -- net effect combines growth inhibition and active killing.
xu_fig3a_huh7_control_0h,paper_PMID31349793,huh7_xu_in_vitro,huh7_xu_in_vitro__huh7_control_0h,xu_survival_timecourse,pct_survival,"% cell survival, Huh7 Control, 0h",100.0,% survival (t=0 = 100%),0.0,h,percent survival relative to t=0,"visual digitization uncertainty (pixel-based marker-centroid extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 3,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Control arms continue growing (untreated proliferation) while dinaciclib arms decline from t=6h onward -- net effect combines growth inhibition and active killing.
xu_fig3a_huh7_control_12h,paper_PMID31349793,huh7_xu_in_vitro,huh7_xu_in_vitro__huh7_control_12h,xu_survival_timecourse,pct_survival,"% cell survival, Huh7 Control, 12h",143.0,% survival (t=0 = 100%),12.0,h,percent survival relative to t=0,"visual digitization uncertainty (pixel-based marker-centroid extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 3,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Control arms continue growing (untreated proliferation) while dinaciclib arms decline from t=6h onward -- net effect combines growth inhibition and active killing.
xu_fig3a_huh7_control_24h,paper_PMID31349793,huh7_xu_in_vitro,huh7_xu_in_vitro__huh7_control_24h,xu_survival_timecourse,pct_survival,"% cell survival, Huh7 Control, 24h",168.0,% survival (t=0 = 100%),24.0,h,percent survival relative to t=0,"visual digitization uncertainty (pixel-based marker-centroid extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 3,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Control arms continue growing (untreated proliferation) while dinaciclib arms decline from t=6h onward -- net effect combines growth inhibition and active killing.
xu_fig3a_huh7_control_6h,paper_PMID31349793,huh7_xu_in_vitro,huh7_xu_in_vitro__huh7_control_6h,xu_survival_timecourse,pct_survival,"% cell survival, Huh7 Control, 6h",118.0,% survival (t=0 = 100%),6.0,h,percent survival relative to t=0,"visual digitization uncertainty (pixel-based marker-centroid extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 3,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Control arms continue growing (untreated proliferation) while dinaciclib arms decline from t=6h onward -- net effect combines growth inhibition and active killing.
xu_fig3a_huh7_din_0h,paper_PMID31349793,huh7_xu_in_vitro,huh7_xu_in_vitro__huh7_dinaciclib_50_nm_0h,xu_survival_timecourse,pct_survival,"% cell survival, Huh7 Din, 0h",100.0,% survival (t=0 = 100%),0.0,h,percent survival relative to t=0,"visual digitization uncertainty (pixel-based marker-centroid extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 3,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Control arms continue growing (untreated proliferation) while dinaciclib arms decline from t=6h onward -- net effect combines growth inhibition and active killing.
xu_fig3a_huh7_din_12h,paper_PMID31349793,huh7_xu_in_vitro,huh7_xu_in_vitro__huh7_dinaciclib_50_nm_12h,xu_survival_timecourse,pct_survival,"% cell survival, Huh7 Din, 12h",72.0,% survival (t=0 = 100%),12.0,h,percent survival relative to t=0,"visual digitization uncertainty (pixel-based marker-centroid extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 3,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Control arms continue growing (untreated proliferation) while dinaciclib arms decline from t=6h onward -- net effect combines growth inhibition and active killing.
xu_fig3a_huh7_din_24h,paper_PMID31349793,huh7_xu_in_vitro,huh7_xu_in_vitro__huh7_dinaciclib_50_nm_24h,xu_survival_timecourse,pct_survival,"% cell survival, Huh7 Din, 24h",58.0,% survival (t=0 = 100%),24.0,h,percent survival relative to t=0,"visual digitization uncertainty (pixel-based marker-centroid extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 3,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Control arms continue growing (untreated proliferation) while dinaciclib arms decline from t=6h onward -- net effect combines growth inhibition and active killing.
xu_fig3a_huh7_din_6h,paper_PMID31349793,huh7_xu_in_vitro,huh7_xu_in_vitro__huh7_dinaciclib_50_nm_6h,xu_survival_timecourse,pct_survival,"% cell survival, Huh7 Din, 6h",89.0,% survival (t=0 = 100%),6.0,h,percent survival relative to t=0,"visual digitization uncertainty (pixel-based marker-centroid extraction, 400 DPI render, cross-checked)",,,,,annotation_workbook,Figure 3,A,,,PLOT_DIGITIZED,QUANTITATIVE,False,,Control arms continue growing (untreated proliferation) while dinaciclib arms decline from t=6h onward -- net effect combines growth inhibition and active killing.
xu_fig4ef_control_plasmid,paper_PMID31349793,huh7_control_plasmid_xu,huh7_control_plasmid_xu__control_plasmid_dinaciclib_50_nm_regorafenib_8_um,xu_apoptosis_rescue,apoptosis_pct_din_regorafenib_combo,"% apoptotic cells, Control-plasmid, dinaciclib+regorafenib",65.0,% apoptotic cells (approximate),,,approximate percent apoptotic cells,text-derived approximate value ('~65%'/'~15%' as stated in the Figure Annotations sheet),,,,,moa_doc,Figure 4,E-F,,,TEXT_DERIVED,SEMI_QUANTITATIVE,False,,"From Figure Annotations sheet: 'Mcl-1 overexpression nearly abolishes Din+Reg-induced apoptosis (~65%->~15%) -- the single most important rescue experiment in this paper, structurally identical to the BEZ235/Bcl-2 rescue'. Direct calibration data for a Mcl-1 'protected fraction' PD parameter."
xu_fig4ef_mcl_1_overexpression,paper_PMID31349793,huh7_mcl1_oe_xu,huh7_mcl1_oe_xu__mcl_1_overexpression_dinaciclib_50_nm_regorafenib_8_um,xu_apoptosis_rescue,apoptosis_pct_din_regorafenib_combo,"% apoptotic cells, Mcl-1-overexpression, dinaciclib+regorafenib",15.0,% apoptotic cells (approximate),,,approximate percent apoptotic cells,text-derived approximate value ('~65%'/'~15%' as stated in the Figure Annotations sheet),,,,,moa_doc,Figure 4,E-F,,,TEXT_DERIVED,SEMI_QUANTITATIVE,False,,"From Figure Annotations sheet: 'Mcl-1 overexpression nearly abolishes Din+Reg-induced apoptosis (~65%->~15%) -- the single most important rescue experiment in this paper, structurally identical to the BEZ235/Bcl-2 rescue'. Direct calibration data for a Mcl-1 'protected fraction' PD parameter."
